date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:42:59	25221/25221	---M-Z	200	added ('OK')	text/css	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/css/bootsnav.css	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/css/bootsnav.css	(from http://avalogtrade.com/)
10:43:01	286796/286796	---M-Z	200	added ('OK')	text/css	date:Mon,%2004%20Mar%202024%2019:50:55%20GMT	http://avalogtrade.com/v1/front/css/style.css	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/css/style.css	(from http://avalogtrade.com/)
10:43:01	5060/5060	---M-Z	200	added ('OK')	text/css	date:Fri,%2009%20Feb%202024%2020:37:08%20GMT	http://avalogtrade.com/v1/front/css/spop.min.css	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/css/spop.min.css	(from http://avalogtrade.com/)
10:43:02	260435/260435	---M-Z	200	added ('OK')	text/css	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/css/responsive.css	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/css/responsive.css	(from http://avalogtrade.com/)
10:43:03	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jul%202024%2009:43:01%20GMT	http://avalogtrade.com/translate.google.com/translate_a/elementa0d8.js?cb=googleTranslateElementInit	C:/My%20Web%20Sites/frmabas/avalogtrade.com/translate.google.com/translate_a/elementa0d8a0d8.js	(from http://avalogtrade.com/)
10:43:03	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jul%202024%2009:43:03%20GMT	http://avalogtrade.com/indexbc14.html?a=home	C:/My%20Web%20Sites/frmabas/avalogtrade.com/indexbc14bc14.html	(from http://avalogtrade.com/)
10:43:06	40503/40503	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2009:43:05%20GMT	http://avalogtrade.com/?a=about	C:/My%20Web%20Sites/frmabas/avalogtrade.com/indexe47e.html	(from http://avalogtrade.com/)
10:43:06	52194/52194	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2009:43:05%20GMT	http://avalogtrade.com/?a=home	C:/My%20Web%20Sites/frmabas/avalogtrade.com/indexbc14.html	(from http://avalogtrade.com/)
10:43:06	157147/157147	---M--	200	added ('OK')	image/png	date:Mon,%2004%20Mar%202024%2001:48:07%20GMT	http://avalogtrade.com/avalog.png	C:/My%20Web%20Sites/frmabas/avalogtrade.com/avalog.png	(from http://avalogtrade.com/)
10:43:08	59550/59550	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2009:43:07%20GMT	http://avalogtrade.com/?a=terms-conditions	C:/My%20Web%20Sites/frmabas/avalogtrade.com/index4467.html	(from http://avalogtrade.com/)
10:43:08	33657/33657	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2009:43:07%20GMT	http://avalogtrade.com/?a=crypto	C:/My%20Web%20Sites/frmabas/avalogtrade.com/index1b1c.html	(from http://avalogtrade.com/)
10:43:12	33234/33234	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2009:43:11%20GMT	http://avalogtrade.com/?a=oil-and-gas	C:/My%20Web%20Sites/frmabas/avalogtrade.com/indexb55f.html	(from http://avalogtrade.com/)
10:43:12	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jul%202024%2009:43:12%20GMT	http://avalogtrade.com/www.livecoinwatch.com/static/lcw-widget.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/www.livecoinwatch.com/static/lcw-widget.js	(from http://avalogtrade.com/)
10:43:13	29102/29102	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2009:43:12%20GMT	http://avalogtrade.com/?a=real-estate	C:/My%20Web%20Sites/frmabas/avalogtrade.com/indexe266.html	(from http://avalogtrade.com/)
10:43:14	27123/27123	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2009:43:13%20GMT	http://avalogtrade.com/?a=indices	C:/My%20Web%20Sites/frmabas/avalogtrade.com/index2a94.html	(from http://avalogtrade.com/)
10:43:16	22255/22255	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2009:43:14%20GMT	http://avalogtrade.com/?a=pricing	C:/My%20Web%20Sites/frmabas/avalogtrade.com/index2baa.html	(from http://avalogtrade.com/)
10:43:16	124545/124545	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Mar%202024%2004:32:46%20GMT	https://i.im.ge/2024/03/05/8xYANc.testimonial-parallax-img.jpg	C:/My%20Web%20Sites/frmabas/i.im.ge/2024/03/05/8xYANc.testimonial-parallax-img.jpg	(from http://avalogtrade.com/)
10:43:17	19733/19733	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2009:43:16%20GMT	http://avalogtrade.com/?a=faq	C:/My%20Web%20Sites/frmabas/avalogtrade.com/index38cd.html	(from http://avalogtrade.com/)
10:43:18	6347/6347	---M-Z	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2009:43:17%20GMT	http://avalogtrade.com/?a=login	C:/My%20Web%20Sites/frmabas/avalogtrade.com/indexc30b.html	(from http://avalogtrade.com/)
10:43:20	8988/8988	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2009:43:20%20GMT	http://avalogtrade.com/?a=signup	C:/My%20Web%20Sites/frmabas/avalogtrade.com/indexcca3.html	(from http://avalogtrade.com/)
10:43:36	92909/92909	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/images/homepage-9-parallax-img5.jpg	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/images/homepage-9-parallax-img5.jpg	(from http://avalogtrade.com/)
10:43:40	257411/257411	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Mar%202024%2004:31:13%20GMT	https://i.im.ge/2024/03/05/8xEnx0.parallax-bg24.jpg	C:/My%20Web%20Sites/frmabas/i.im.ge/2024/03/05/8xEnx0.parallax-bg24.jpg	(from http://avalogtrade.com/)
10:43:50	251247/251247	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/images/home_img_desktop.aec2d97a.png	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/images/home_img_desktop.aec2d97a.png	(from http://avalogtrade.com/)
10:43:53	97162/97162	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/jquery.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/jquery.js	(from http://avalogtrade.com/)
10:43:59	239118/239118	---M--	200	added ('OK')	image/jpeg	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/images/benefits-a11156b2434d76a538206a794156268d.jpg	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/images/benefits-a11156b2434d76a538206a794156268d.jpg	(from http://avalogtrade.com/)
10:44:54	25623/25623	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2009:43:54%20GMT	http://avalogtrade.com/?a=support	C:/My%20Web%20Sites/frmabas/avalogtrade.com/index15a0.html	(from http://avalogtrade.com/)
10:44:54	52194/52194	---MCZ	200	added ('OK')	text/html	date:Wed,%2024%20Jul%202024%2009:43:54%20GMT	http://avalogtrade.com/?a=privacy	C:/My%20Web%20Sites/frmabas/avalogtrade.com/indexb6b1.html	(from http://avalogtrade.com/)
10:45:00	8097/8097	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/jquery.easing.1.3.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/jquery.easing.1.3.js	(from http://avalogtrade.com/)
10:45:03	12615/12615	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/skrollr.min.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/skrollr.min.js	(from http://avalogtrade.com/)
10:45:04	3810/3810	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/smooth-scroll.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/smooth-scroll.js	(from http://avalogtrade.com/)
10:45:07	2894/2894	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/jquery.appear.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/jquery.appear.js	(from http://avalogtrade.com/)
10:45:13	32439/32439	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/bootsnav.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/bootsnav.js	(from http://avalogtrade.com/)
10:45:15	5257/5257	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/jquery.nav.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/jquery.nav.js	(from http://avalogtrade.com/)
10:45:15	8492/8492	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/wow.min.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/wow.min.js	(from http://avalogtrade.com/)
10:45:16	23314/23314	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/page-scroll.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/page-scroll.js	(from http://avalogtrade.com/)
10:45:17	127965/127965	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/swiper.min.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/swiper.min.js	(from http://avalogtrade.com/)
10:45:18	3760/3760	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/jquery.count-to.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/jquery.count-to.js	(from http://avalogtrade.com/)
10:45:20	23282/23282	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/jquery.stellar.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/jquery.stellar.js	(from http://avalogtrade.com/)
10:45:26	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/jquery.magnific-popup.min.js	(from http://avalogtrade.com/)
10:45:33	35445/35445	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/isotope.pkgd.min.js	(from http://avalogtrade.com/)
10:45:35	5594/5594	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/imagesloaded.pkgd.min.js	(from http://avalogtrade.com/)
10:45:36	1835/1835	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/classie.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/classie.js	(from http://avalogtrade.com/)
10:45:36	1778/1778	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/hamburger-menu.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/hamburger-menu.js	(from http://avalogtrade.com/)
10:45:39	7166/7166	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/counter.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/counter.js	(from http://avalogtrade.com/)
10:45:42	3240/3240	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/jquery.fitvids.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/jquery.fitvids.js	(from http://avalogtrade.com/)
10:45:44	2060/2060	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/skill.bars.jquery.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/skill.bars.jquery.js	(from http://avalogtrade.com/)
10:45:46	18510/18510	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/justified-gallery.min.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/justified-gallery.min.js	(from http://avalogtrade.com/)
10:45:49	3990/3990	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/jquery.easypiechart.min.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/jquery.easypiechart.min.js	(from http://avalogtrade.com/)
10:45:51	6784/6784	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/instafeed.min.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/instafeed.min.js	(from http://avalogtrade.com/)
10:45:54	1658/1658	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/retina.min.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/retina.min.js	(from http://avalogtrade.com/)
10:45:56	110427/110427	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/revolution/js/jquery.themepunch.tools.min.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/revolution/js/jquery.themepunch.tools.min.js	(from http://avalogtrade.com/)
10:45:58	65028/65028	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/revolution/js/jquery.themepunch.revolution.min.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/revolution/js/jquery.themepunch.revolution.min.js	(from http://avalogtrade.com/)
10:45:58	94271/94271	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Aug%202023%2010:30:52%20GMT	http://avalogtrade.com/v1/front/js/main.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/main.js	(from http://avalogtrade.com/)
10:45:58	2956/2956	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2009%20Feb%202024%2020:37:18%20GMT	http://avalogtrade.com/v1/front/js/spop.min.js	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/js/spop.min.js	(from http://avalogtrade.com/)
10:45:59	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Jul%202024%2009:45:58%20GMT	http://avalogtrade.com/www.google-analytics.com/analytics.html	C:/My%20Web%20Sites/frmabas/avalogtrade.com/www.google-analytics.com/analytics.html	(from http://avalogtrade.com/)
10:46:00	32694/32694	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/et-line.eot	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/et-line.eot	(from http://avalogtrade.com/v1/front/css/et-line-icons.css)
10:46:00	32694/32694	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/et-lined41dd41dd41d.eot?	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/et-lined41dd41dd41dd41d.eot	(from http://avalogtrade.com/v1/front/css/et-line-icons.css)
10:46:03	175539/175539	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/et-line.svg	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/et-line.svg	(from http://avalogtrade.com/v1/front/css/et-line-icons.css)
10:46:04	32536/32536	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/et-line.ttf	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/et-line.ttf	(from http://avalogtrade.com/v1/front/css/et-line-icons.css)
10:46:07	55220/55220	---M--	200	added ('OK')	font/woff	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/et-line.woff	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/et-line.woff	(from http://avalogtrade.com/v1/front/css/et-line-icons.css)
10:46:17	129916/129916	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/fa-brands-400.eot	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/fa-brands-400.eot	(from http://avalogtrade.com/v1/front/css/font-awesome.min.css)
10:46:17	74768/74768	---M--	200	added ('OK')	font/woff2	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/fa-brands-400.woff2	(from http://avalogtrade.com/v1/front/css/font-awesome.min.css)
10:46:17	129916/129916	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/fa-brands-400d41dd41dd41d.eot?	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/fa-brands-400d41dd41dd41dd41d.eot	(from http://avalogtrade.com/v1/front/css/font-awesome.min.css)
10:46:19	87688/87688	---M--	200	added ('OK')	font/woff	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/fa-brands-400.woff	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/fa-brands-400.woff	(from http://avalogtrade.com/v1/front/css/font-awesome.min.css)
10:46:22	694583/694583	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/fa-brands-400.svg	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/fa-brands-400.svg	(from http://avalogtrade.com/v1/front/css/font-awesome.min.css)
10:46:25	34388/34388	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/fa-regular-400.eot	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/fa-regular-400.eot	(from http://avalogtrade.com/v1/front/css/font-awesome.min.css)
10:46:26	34388/34388	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/fa-regular-400d41dd41dd41d.eot?	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/fa-regular-400d41dd41dd41dd41d.eot	(from http://avalogtrade.com/v1/front/css/font-awesome.min.css)
10:46:27	13552/13552	---M--	200	added ('OK')	font/woff2	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/fa-regular-400.woff2	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/fa-regular-400.woff2	(from http://avalogtrade.com/v1/front/css/font-awesome.min.css)
10:46:28	144451/144451	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/fa-regular-400.svg	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/fa-regular-400.svg	(from http://avalogtrade.com/v1/front/css/font-awesome.min.css)
10:46:29	16804/16804	---M--	200	added ('OK')	font/woff	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/fa-regular-400.woff	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/fa-regular-400.woff	(from http://avalogtrade.com/v1/front/css/font-awesome.min.css)
10:46:29	129612/129612	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/fa-brands-400.ttf	(from http://avalogtrade.com/v1/front/css/font-awesome.min.css)
10:46:29	34092/34092	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/fa-regular-400.ttf	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/fa-regular-400.ttf	(from http://avalogtrade.com/v1/front/css/font-awesome.min.css)
10:46:41	186728/186728	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/fa-solid-900.eot	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/fa-solid-900.eot	(from http://avalogtrade.com/v1/front/css/font-awesome.min.css)
10:46:43	74256/74256	---M--	200	added ('OK')	font/woff2	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/fa-solid-900.woff2	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/fa-solid-900.woff2	(from http://avalogtrade.com/v1/front/css/font-awesome.min.css)
10:46:47	816926/816926	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/fa-solid-900.svg	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/fa-solid-900.svg	(from http://avalogtrade.com/v1/front/css/font-awesome.min.css)
10:46:49	186728/186728	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2002%20Aug%202023%2010:30:54%20GMT	http://avalogtrade.com/v1/front/fonts/fa-solid-900d41dd41dd41d.eot?	C:/My%20Web%20Sites/frmabas/avalogtrade.com/v1/front/fonts/fa-solid-900d41dd41dd41dd41d.eot	(from http://avalogtrade.com/v1/front/css/font-awesome.min.css)
